27,24,18,19,0,23,9,21,11,7,17,12,15,3,22,1,5,20,6,10,25,4,26,8,2,14
14,27,24,19,0,23,9,21,11,7,17,12,15,3,22,1,5,20,6,10,25,4,18,26,8,2
19,24,18,27,0,23,9,21,11,7,17,12,15,3,22,1,5,20,6,10,25,4,26,8,2,14
10,24,18,27,0,23,9,21,11,7,17,12,15,3,22,1,5,20,6,19,25,4,26,8,2,14
15,24,18,19,27,23,0,21,11,7,17,12,9,3,22,1,5,20,6,10,25,4,26,8,2,14
11,24,18,27,17,23,21,22,10,7,0,12,3,9,15,1,5,20,6,19,25,4,26,8,2,14
27,24,18,19,0,23,9,21,11,7,17,12,15,3,22,1,5,20,6,10,25,4,26,8,2,14
14,27,24,19,0,23,9,21,11,7,17,12,15,3,22,1,5,20,6,10,25,4,18,26,8,2
10,24,18,27,0,23,9,21,11,7,17,12,15,3,22,1,5,20,6,19,25,4,26,8,2,14
11,24,18,27,17,23,21,22,10,7,0,12,3,9,15,1,5,20,6,19,25,4,26,8,2,14
0,24,18,19,27,23,9,21,11,7,17,12,15,3,22,1,5,20,6,10,25,4,26,8,2,14
4,24,18,10,27,23,0,21,11,7,17,12,22,1,9,15,5,20,19,3,25,6,26,8,2,14
22,24,18,19,27,23,0,21,11,7,17,12,3,9,15,1,5,20,6,10,25,4,26,8,2,14
25,24,18,27,17,23,21,22,10,7,0,12,3,9,15,1,5,20,6,11,19,4,26,8,2,14
4,24,18,10,27,23,0,21,11,7,17,12,22,1,9,15,5,20,19,3,25,6,26,8,2,14
4,24,18,10,27,23,0,21,11,7,17,12,22,1,9,15,5,20,19,3,25,6,26,8,2,14
25,24,18,27,17,23,21,22,10,7,0,12,3,9,15,1,5,20,6,11,19,4,26,8,2,14
27,24,18,19,0,23,9,21,11,7,17,12,15,3,22,1,5,20,6,10,25,4,26,8,2,14
8,27,18,19,0,23,9,21,11,24,17,12,15,3,22,1,5,7,6,10,25,4,20,26,2,14
5,24,18,19,27,23,0,21,11,7,17,12,9,3,1,15,22,20,6,10,25,4,26,8,2,14
10,24,18,27,0,23,9,21,11,7,17,12,15,3,22,1,5,20,6,19,25,4,26,8,2,14
3,24,18,10,27,23,0,21,11,7,17,12,22,9,15,1,5,20,6,19,25,4,26,8,2,14
6,24,18,10,27,23,0,21,11,7,17,12,1,22,20,9,15,3,5,19,25,4,26,8,2,14
12,24,18,27,0,23,9,21,11,7,17,10,15,3,22,1,5,20,6,19,25,4,26,8,2,14
5,24,18,19,27,23,0,21,11,7,17,12,9,3,1,15,22,20,6,10,25,4,26,8,2,14
9,24,18,10,27,23,0,21,11,7,17,12,15,3,22,1,5,20,6,19,25,4,26,8,2,14
1,24,18,19,0,23,9,27,11,7,17,12,15,3,22,21,5,20,6,10,25,4,26,8,2,14
0,24,18,19,27,23,9,21,11,7,17,12,15,3,22,1,5,20,6,10,25,4,26,8,2,14
18,27,24,19,0,23,9,21,11,7,17,12,15,3,22,1,5,20,6,10,25,4,26,8,2,14
24,27,18,19,0,23,9,21,11,7,17,12,15,3,22,1,5,20,6,10,25,4,26,8,2,14
